Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;cluster
3.34;0.000;232.350;14.200;36.000;0.000;16.0;5
0.336;0.148;242.980;1.400;0.000;0.000;0.0;0
0.216;0.000;240.960;0.800;0.000;0.000;0.0;0
1.582;0.098;242.700;6.400;0.000;1.000;18.0;8
1.316;0.000;242.180;5.400;0.000;0.000;18.0;8
1.088;0.064;244.460;4.400;0.000;0.000;0.0;0
2.514;0.162;232.710;10.800;0.000;2.000;16.0;1
1.442;0.086;237.630;6.000;0.000;2.000;17.0;8
0.344;0.298;234.040;1.800;0.000;1.000;0.0;0
0.316;0.000;241.660;1.400;0.000;0.000;0.0;0
5.546;0.128;232.840;23.800;1.000;36.000;16.0;2
0.222;0.134;240.690;1.000;0.000;0.000;0.0;0
1.374;0.164;236.820;5.800;0.000;1.000;17.0;8
0.342;0.220;240.450;1.800;0.000;2.000;0.0;0
1.402;0.100;240.590;5.800;0.000;0.000;18.0;8
0.376;0.000;242.890;1.600;0.000;0.000;0.0;0
3.756;0.048;236.760;15.800;0.000;0.000;17.0;1
4.36;0.280;236.570;18.400;0.000;0.000;18.0;1
0.216;0.000;241.110;0.800;0.000;0.000;0.0;0
1.904;0.270;232.200;8.200;0.000;3.000;16.0;1
0.368;0.154;247.460;1.600;0.000;0.000;0.0;0
3.612;0.090;238.540;15.000;0.000;38.000;17.0;2
2.44;0.160;242.930;10.000;0.000;0.000;0.0;6
0.246;0.000;242.090;1.000;0.000;0.000;0.0;0
1.464;0.244;242.550;6.000;0.000;1.000;18.0;8
0.3;0.144;245.270;1.400;0.000;0.000;0.0;0
0.224;0.000;245.020;1.000;0.000;0.000;0.0;0
4.364;0.574;238.340;18.400;38.000;1.000;0.0;7
1.408;0.174;243.050;5.800;0.000;0.000;18.0;8
0.23;0.000;243.780;1.000;0.000;0.000;0.0;0
2.554;0.094;234.930;10.800;0.000;0.000;17.0;1
0.332;0.134;244.810;1.400;0.000;0.000;0.0;0
0.856;0.000;238.690;3.600;0.000;0.000;0.0;0
2.04;0.000;235.690;8.600;0.000;0.000;17.0;8
4.344;0.056;237.250;18.200;0.000;0.000;17.0;1
1.59;0.098;241.050;6.600;0.000;2.000;18.0;8
0.122;0.000;239.510;0.600;0.000;0.000;0.0;0
1.412;0.156;243.190;5.800;0.000;0.000;18.0;8
0.318;0.118;241.380;1.400;0.000;0.000;0.0;0
0.218;0.000;240.880;1.000;0.000;0.000;0.0;0
1.65;0.098;240.120;6.800;2.000;0.000;17.0;8
5.534;0.206;233.280;23.600;38.000;0.000;17.0;5
2.182;0.330;240.800;9.000;0.000;2.000;18.0;1
2.548;0.344;238.050;10.800;0.000;1.000;18.0;1
4.064;0.320;233.640;17.600;0.000;18.000;16.0;7
2.254;0.000;238.530;9.400;0.000;0.000;0.0;6
0.328;0.130;243.570;1.400;0.000;0.000;0.0;0
0.326;0.162;245.770;1.400;0.000;0.000;0.0;0
2.624;0.192;238.680;11.000;0.000;0.000;17.0;8
1.306;0.000;242.010;5.400;0.000;0.000;18.0;8
2.656;0.000;236.510;11.200;0.000;0.000;17.0;1
0.218;0.000;240.890;1.000;0.000;0.000;0.0;0
3.664;0.180;236.410;15.400;38.000;0.000;17.0;5
2.256;0.342;236.550;9.600;0.000;1.000;17.0;1
0.434;0.300;246.370;2.000;0.000;1.000;0.0;0
0.304;0.116;245.540;1.400;0.000;2.000;0.0;0
0.13;0.000;242.000;0.600;0.000;0.000;0.0;0
0.392;0.224;242.790;1.800;0.000;0.000;0.0;0
0.292;0.110;244.630;1.200;0.000;0.000;0.0;0
0.326;0.126;241.890;1.400;0.000;0.000;0.0;0
0.41;0.140;240.450;1.800;0.000;0.000;0.0;0
1.266;0.000;237.700;5.200;0.000;0.000;17.0;8
2.668;0.140;241.800;11.600;0.000;18.000;0.0;7
0.216;0.000;240.720;0.800;0.000;0.000;0.0;0
0.282;0.060;241.070;1.400;0.000;0.000;0.0;0
1.87;0.090;238.540;7.800;0.000;0.000;18.0;8
5.714;0.000;234.720;24.200;38.000;0.000;17.0;5
1.492;0.206;242.110;6.200;0.000;0.000;18.0;8
0.486;0.184;246.500;2.000;0.000;0.000;0.0;0
2.382;0.094;245.790;9.800;0.000;0.000;18.0;8
1.676;0.108;240.440;7.000;0.000;2.000;0.0;6
1.816;0.000;237.830;7.600;0.000;1.000;18.0;8
3.604;0.226;240.940;15.000;1.000;0.000;18.0;1
1.3;0.000;240.800;5.400;0.000;0.000;18.0;8
1.6;0.154;238.490;6.600;0.000;5.000;18.0;1
1.472;0.000;242.910;6.000;0.000;0.000;18.0;8
0.224;0.000;245.530;1.000;0.000;0.000;0.0;0
0.318;0.122;241.840;1.400;0.000;0.000;0.0;0
2.824;0.298;234.760;12.000;1.000;0.000;0.0;6
1.394;0.108;242.270;5.800;0.000;0.000;18.0;8
3.0;0.196;240.130;12.400;0.000;1.000;17.0;1
1.898;0.000;235.710;8.000;0.000;0.000;0.0;6
2.392;0.000;241.880;9.800;0.000;0.000;18.0;8
2.452;0.078;236.440;10.200;0.000;0.000;0.0;6
1.138;0.098;240.480;4.800;0.000;0.000;0.0;0
1.034;0.000;244.160;6.000;0.000;0.000;0.0;0
0.412;0.294;243.650;2.000;0.000;2.000;0.0;0
0.274;0.000;236.700;1.200;0.000;0.000;0.0;0
4.074;0.046;240.020;16.800;0.000;0.000;18.0;1
1.456;0.106;240.350;6.000;0.000;0.000;17.0;8
1.024;0.000;242.670;5.800;0.000;0.000;0.0;0
1.336;0.000;243.860;5.400;0.000;0.000;18.0;8
0.848;0.168;240.730;3.800;0.000;0.000;0.0;0
0.374;0.114;241.270;1.600;0.000;0.000;0.0;0
0.714;0.202;244.740;3.200;0.000;3.000;0.0;0
0.496;0.154;239.340;2.400;0.000;0.000;0.0;0
2.412;0.424;239.790;11.000;0.000;2.000;0.0;6
3.556;0.360;233.420;15.200;0.000;0.000;17.0;1
0.256;0.000;239.760;1.200;0.000;0.000;0.0;0
3.748;0.344;234.150;16.200;2.000;0.000;17.0;1
0.22;0.000;242.650;1.000;0.000;0.000;0.0;0
1.444;0.096;239.660;6.000;2.000;1.000;18.0;8
3.01;0.266;233.560;12.800;0.000;0.000;0.0;6
0.664;0.114;240.400;2.800;0.000;0.000;0.0;0
1.39;0.106;237.560;5.800;1.000;1.000;17.0;8
2.556;0.230;238.180;10.600;0.000;0.000;17.0;8
0.234;0.000;240.510;1.000;0.000;0.000;0.0;0
1.308;0.000;242.640;5.400;0.000;0.000;18.0;8
0.404;0.114;242.770;1.800;0.000;1.000;0.0;0
3.484;0.086;239.800;14.400;1.000;0.000;17.0;1
0.298;0.046;238.610;1.400;0.000;0.000;0.0;0
1.418;0.130;236.390;6.000;1.000;0.000;17.0;8
0.288;0.064;241.750;1.200;0.000;0.000;0.0;0
0.312;0.100;243.970;1.400;0.000;1.000;0.0;0
1.414;0.100;240.400;7.200;0.000;0.000;0.0;6
3.646;0.176;236.140;15.400;0.000;0.000;17.0;1
0.286;0.076;239.490;1.200;0.000;1.000;0.0;0
1.55;0.100;243.990;6.400;0.000;0.000;0.0;0
4.062;0.264;238.690;17.000;0.000;38.000;0.0;3
0.216;0.000;239.900;0.800;0.000;0.000;0.0;0
0.322;0.150;241.090;1.400;0.000;0.000;0.0;0
4.114;0.088;239.670;17.600;0.000;0.000;18.0;1
1.518;0.212;241.580;6.200;0.000;0.000;18.0;8
0.392;0.266;242.690;2.000;0.000;0.000;0.0;0
1.602;0.100;240.350;6.600;1.000;1.000;18.0;8
0.23;0.000;242.670;1.000;0.000;0.000;0.0;0
0.772;0.104;239.690;3.200;0.000;0.000;0.0;0
2.09;0.000;238.000;8.800;0.000;0.000;18.0;8
0.254;0.000;243.100;1.200;0.000;0.000;0.0;0
3.378;0.000;236.780;14.600;0.000;0.000;0.0;6
3.958;0.000;233.930;16.800;37.000;0.000;17.0;5
2.16;0.178;239.220;9.000;0.000;6.000;17.0;1
3.766;0.068;237.580;15.800;0.000;0.000;18.0;1
0.314;0.082;241.500;1.400;0.000;0.000;0.0;0
1.416;0.176;237.770;6.000;0.000;0.000;18.0;8
0.202;0.000;242.200;0.800;0.000;0.000;0.0;0
0.326;0.132;243.290;1.400;0.000;0.000;0.0;0
2.354;0.000;239.250;9.800;0.000;0.000;0.0;6
6.816;0.240;231.060;29.800;37.000;21.000;16.0;2
2.33;0.084;240.070;10.000;0.000;1.000;18.0;1
2.694;0.214;242.710;11.200;0.000;0.000;18.0;8
1.278;0.000;240.060;5.200;0.000;0.000;17.0;8
0.416;0.256;246.070;2.000;0.000;0.000;0.0;0
2.688;0.244;236.060;11.400;0.000;1.000;17.0;1
0.3;0.104;240.250;1.200;0.000;2.000;0.0;0
4.072;0.000;240.040;16.800;0.000;0.000;18.0;1
2.954;0.274;239.750;12.600;0.000;24.000;18.0;7
1.29;0.106;241.740;5.400;0.000;0.000;0.0;0
0.402;0.068;239.430;1.600;0.000;0.000;0.0;0
0.362;0.162;245.020;1.600;0.000;0.000;0.0;0
2.022;0.392;238.060;8.600;0.000;0.000;0.0;6
6.938;0.272;233.450;29.800;43.000;18.000;17.0;2
1.336;0.000;237.470;5.600;0.000;0.000;18.0;8
0.338;0.130;243.170;1.400;0.000;0.000;0.0;0
3.256;0.298;242.600;14.200;0.000;0.000;18.0;1
2.644;0.126;238.350;11.000;0.000;0.000;0.0;6
1.524;0.280;246.840;6.200;0.000;0.000;18.0;8
1.362;0.120;239.040;5.600;0.000;0.000;17.0;8
0.356;0.000;236.560;1.400;0.000;0.000;0.0;0
2.044;0.422;235.110;8.800;0.000;0.000;17.0;8
1.476;0.198;237.790;6.200;2.000;0.000;17.0;8
1.838;0.050;238.550;7.600;0.000;3.000;18.0;1
1.368;0.102;239.380;5.600;0.000;0.000;0.0;6
2.418;0.000;242.900;9.800;0.000;0.000;0.0;6
1.928;0.056;239.480;8.600;0.000;0.000;0.0;6
0.388;0.098;240.670;1.800;0.000;0.000;0.0;0
2.08;0.238;243.620;8.600;0.000;0.000;19.0;8
6.034;0.120;238.560;25.200;0.000;75.000;17.0;4
3.602;0.270;232.610;15.400;0.000;0.000;16.0;1
7.494;0.000;235.360;31.800;0.000;0.000;17.0;5
0.254;0.000;243.580;1.000;0.000;0.000;0.0;0
0.586;0.264;244.910;2.800;0.000;2.000;0.0;0
1.412;0.000;243.120;5.800;1.000;0.000;18.0;8
0.318;0.090;243.380;1.400;0.000;0.000;0.0;0
0.378;0.204;240.440;1.800;0.000;1.000;0.0;0
2.676;0.116;244.160;11.000;1.000;0.000;18.0;8
3.75;0.126;239.800;15.600;0.000;0.000;18.0;1
2.708;0.088;237.200;11.400;1.000;0.000;17.0;1
1.408;0.052;241.630;5.800;0.000;0.000;18.0;8
0.232;0.000;243.110;1.000;0.000;0.000;0.0;0
4.888;0.334;234.410;20.800;2.000;38.000;16.0;2
2.794;0.500;242.770;11.600;0.000;1.000;18.0;1
1.6;0.226;240.170;6.600;0.000;0.000;17.0;8
1.606;0.096;242.470;6.600;0.000;0.000;18.0;8
0.348;0.140;245.740;1.600;0.000;0.000;0.0;0
2.366;0.074;240.730;9.800;0.000;1.000;0.0;6
1.882;0.064;241.850;7.800;0.000;0.000;18.0;8
0.484;0.234;242.650;2.200;0.000;1.000;0.0;0
2.038;0.000;240.870;8.400;0.000;0.000;18.0;8
1.512;0.318;238.190;6.400;0.000;0.000;17.0;8
0.32;0.104;243.490;1.400;0.000;0.000;0.0;0
0.332;0.000;241.020;1.600;0.000;0.000;0.0;0
1.584;0.126;242.190;6.400;0.000;0.000;18.0;8
0.302;0.104;238.790;1.200;0.000;1.000;0.0;0
2.384;0.430;242.520;10.000;0.000;0.000;18.0;8
2.538;0.218;235.770;10.800;0.000;1.000;0.0;6
0.284;0.086;240.050;1.200;0.000;0.000;0.0;0
0.264;0.000;243.270;1.200;0.000;0.000;0.0;0
0.216;0.000;240.280;0.800;0.000;0.000;0.0;0
0.292;0.110;242.180;1.200;0.000;1.000;0.0;0
4.658;0.202;243.800;19.200;39.000;28.000;0.0;3
0.292;0.090;241.120;1.200;0.000;0.000;0.0;0
0.234;0.000;239.230;1.000;0.000;0.000;0.0;0
1.588;0.000;245.220;6.600;0.000;1.000;0.0;6
0.33;0.130;242.830;1.400;0.000;0.000;0.0;0
1.45;0.194;237.630;6.000;0.000;2.000;17.0;8
1.458;0.000;239.910;6.000;0.000;0.000;18.0;8
2.624;0.000;238.880;11.000;0.000;0.000;17.0;8
0.306;0.096;245.200;1.400;0.000;0.000;0.0;0
0.218;0.000;243.180;1.000;0.000;0.000;0.0;0
2.414;0.056;233.610;10.200;1.000;0.000;17.0;1
1.49;0.204;236.040;6.400;0.000;1.000;17.0;8
2.516;0.096;235.040;10.600;1.000;1.000;0.0;6
0.386;0.238;240.080;1.800;0.000;1.000;0.0;0
1.408;0.156;240.930;5.800;0.000;0.000;18.0;8
0.126;0.000;234.260;0.600;0.000;0.000;0.0;0
2.062;0.052;239.180;8.600;0.000;0.000;18.0;8
0.634;0.000;237.310;2.800;1.000;0.000;0.0;0
1.27;0.088;241.080;5.200;0.000;0.000;18.0;8
1.498;0.296;242.760;6.200;0.000;2.000;18.0;8
0.22;0.000;241.550;1.000;0.000;0.000;0.0;0
0.83;0.126;244.260;3.600;0.000;0.000;0.0;0
0.212;0.000;238.750;0.800;0.000;0.000;0.0;0
3.524;0.000;241.880;14.400;0.000;0.000;0.0;6
1.318;0.056;235.960;5.600;0.000;0.000;17.0;8
2.524;0.290;243.610;10.400;0.000;1.000;0.0;6
2.602;0.468;236.330;11.200;0.000;4.000;17.0;1
2.29;0.052;241.530;9.400;0.000;0.000;0.0;6
3.902;0.254;234.900;16.600;0.000;37.000;0.0;3
1.43;0.230;238.120;6.000;0.000;0.000;18.0;8
4.376;0.078;235.440;18.600;0.000;35.000;17.0;2
0.312;0.114;241.450;1.400;0.000;0.000;0.0;0
2.61;0.080;237.500;11.000;0.000;0.000;0.0;6
0.318;0.096;241.770;1.400;0.000;0.000;0.0;0
4.854;0.164;238.340;20.200;0.000;0.000;17.0;1
1.284;0.000;241.050;5.200;0.000;0.000;18.0;8
0.264;0.000;243.760;1.000;0.000;0.000;0.0;0
3.23;0.242;237.100;13.600;0.000;0.000;17.0;1
3.678;0.000;236.130;15.400;0.000;0.000;17.0;1
0.346;0.082;241.640;1.400;0.000;1.000;0.0;0
0.338;0.128;242.150;1.400;0.000;0.000;0.0;0
2.294;0.046;240.330;9.400;0.000;0.000;0.0;6
0.244;0.000;245.340;1.000;0.000;1.000;0.0;0
0.23;0.000;240.450;1.000;0.000;1.000;0.0;0
1.876;0.278;241.630;7.800;0.000;3.000;0.0;6
0.398;0.174;239.510;2.000;0.000;0.000;0.0;0
3.318;0.000;231.370;14.200;36.000;0.000;17.0;5
2.09;0.060;236.800;8.800;0.000;0.000;18.0;8
0.216;0.000;240.770;0.800;0.000;0.000;0.0;0
0.286;0.076;242.090;1.200;0.000;1.000;0.0;0
3.56;0.056;236.340;15.000;0.000;37.000;17.0;2
0.226;0.000;243.720;1.000;0.000;0.000;0.0;0
1.58;0.276;240.650;6.600;0.000;2.000;0.0;6
0.248;0.000;244.180;1.200;0.000;0.000;0.0;0
1.422;0.160;236.610;6.000;0.000;0.000;18.0;8
3.878;0.346;238.500;16.200;0.000;39.000;18.0;2
2.37;0.138;239.790;9.800;0.000;3.000;18.0;1
2.458;0.246;241.570;10.200;0.000;2.000;0.0;6
1.878;0.298;242.380;7.800;1.000;0.000;18.0;8
1.494;0.188;237.300;6.200;0.000;1.000;17.0;8
0.576;0.072;238.480;2.400;0.000;0.000;0.0;0
0.292;0.092;241.660;1.200;0.000;0.000;0.0;0
1.632;0.074;239.260;6.800;0.000;0.000;0.0;6
0.37;0.000;242.080;1.800;0.000;0.000;0.0;0
0.216;0.000;240.340;0.800;0.000;0.000;0.0;0
0.258;0.000;242.040;1.200;0.000;0.000;0.0;0
2.4;0.000;245.460;9.800;0.000;0.000;0.0;6
0.318;0.000;239.420;1.400;0.000;0.000;0.0;0
2.33;0.138;234.600;9.800;0.000;0.000;17.0;8
0.294;0.130;248.220;1.200;0.000;2.000;0.0;0
1.294;0.154;243.240;5.200;0.000;0.000;0.0;0
0.328;0.000;241.130;1.400;0.000;0.000;0.0;0
1.468;0.224;239.140;6.200;0.000;2.000;18.0;8
0.218;0.000;241.140;0.800;0.000;0.000;0.0;0
1.894;0.216;243.210;7.800;0.000;0.000;18.0;8
1.802;0.000;239.740;7.400;0.000;0.000;17.0;8
0.322;0.192;238.440;1.600;0.000;0.000;0.0;0
1.37;0.000;239.990;5.600;0.000;0.000;18.0;8
0.32;0.126;242.810;1.400;0.000;0.000;0.0;0
1.424;0.094;242.940;5.800;0.000;1.000;18.0;8
0.226;0.000;243.350;1.000;0.000;0.000;0.0;0
0.28;0.000;239.380;1.200;0.000;0.000;0.0;0
0.85;0.084;236.030;3.600;0.000;0.000;0.0;0
0.838;0.110;240.030;3.600;0.000;0.000;0.0;0
1.986;0.000;238.280;8.200;0.000;0.000;17.0;8
0.294;0.000;239.830;1.200;0.000;0.000;0.0;0
0.218;0.000;238.720;0.800;0.000;0.000;0.0;0
0.352;0.132;244.750;1.600;0.000;0.000;0.0;0
0.328;0.000;240.780;1.400;0.000;0.000;0.0;0
4.02;0.062;237.080;16.800;0.000;0.000;17.0;1
0.444;0.374;238.000;2.400;2.000;2.000;0.0;6
1.418;0.108;236.150;6.000;0.000;0.000;17.0;8
1.826;0.260;241.680;7.600;0.000;1.000;18.0;8
1.23;0.000;235.120;5.200;0.000;0.000;17.0;8
0.294;0.062;239.760;1.400;0.000;0.000;0.0;0
1.456;0.080;238.760;6.000;1.000;0.000;18.0;8
0.186;0.000;244.180;0.800;0.000;0.000;0.0;0
1.354;0.078;239.430;5.600;0.000;0.000;17.0;8
0.222;0.000;243.820;1.000;0.000;0.000;0.0;0
0.23;0.000;242.030;1.000;0.000;0.000;0.0;0
1.222;0.076;235.410;5.200;0.000;0.000;17.0;8
0.596;0.068;241.850;4.000;0.000;0.000;0.0;0
0.316;0.000;240.710;1.400;0.000;0.000;0.0;0
2.248;0.340;239.330;9.600;0.000;1.000;17.0;8
0.218;0.000;241.630;0.800;0.000;0.000;0.0;0
1.506;0.064;241.000;6.200;0.000;1.000;18.0;8
1.872;0.376;237.380;8.000;0.000;1.000;0.0;6
5.132;0.214;235.440;21.800;37.000;0.000;17.0;5
0.32;0.156;244.680;1.400;0.000;0.000;0.0;0
0.694;0.000;241.570;2.800;0.000;0.000;0.0;0
0.67;0.146;243.850;2.800;0.000;1.000;0.0;0
0.422;0.220;240.550;2.000;0.000;0.000;0.0;0
0.314;0.114;242.830;1.400;0.000;0.000;0.0;0
0.202;0.000;243.780;0.800;0.000;0.000;0.0;0
0.302;0.064;240.600;1.200;0.000;0.000;0.0;0
0.292;0.000;243.290;1.200;0.000;1.000;0.0;0
0.434;0.000;243.380;1.800;0.000;0.000;0.0;0
1.648;0.152;238.410;7.000;0.000;1.000;17.0;8
0.312;0.136;242.670;1.400;0.000;0.000;0.0;0
1.396;0.120;238.980;5.800;0.000;0.000;0.0;6
1.446;0.164;235.440;6.200;0.000;0.000;0.0;6
0.224;0.000;243.870;1.000;0.000;0.000;0.0;0
0.326;0.122;241.540;1.400;0.000;0.000;0.0;0
1.43;0.144;240.870;5.800;0.000;0.000;18.0;8
2.9;0.072;234.540;12.400;0.000;0.000;17.0;1
0.276;0.204;237.970;1.400;0.000;1.000;0.0;0
5.49;0.000;235.440;23.200;0.000;36.000;18.0;2
0.324;0.142;244.990;1.400;0.000;0.000;0.0;0
1.622;0.156;239.360;6.800;0.000;0.000;0.0;6
0.41;0.146;240.700;1.800;0.000;0.000;0.0;0
1.7;0.374;244.130;7.000;0.000;1.000;19.0;8
0.41;0.278;245.170;2.000;0.000;1.000;0.0;0
1.772;0.144;238.240;7.400;0.000;0.000;17.0;8
4.506;0.208;243.870;18.600;40.000;24.000;0.0;3
0.322;0.120;241.480;1.400;0.000;0.000;0.0;0
2.876;0.260;235.300;12.200;0.000;1.000;17.0;1
0.22;0.000;244.700;0.800;0.000;0.000;0.0;0
0.52;0.110;239.880;2.400;0.000;0.000;0.0;0
4.106;0.158;237.520;17.400;0.000;36.000;17.0;2
1.404;0.126;242.780;5.800;0.000;0.000;18.0;8
0.382;0.218;242.860;1.800;0.000;1.000;0.0;0
1.452;0.194;238.870;6.000;0.000;0.000;17.0;8
1.522;0.208;241.630;6.200;0.000;1.000;18.0;8
0.484;0.200;244.620;2.200;0.000;0.000;0.0;0
1.638;0.198;240.000;6.800;0.000;0.000;18.0;8
0.346;0.198;246.010;1.600;0.000;0.000;0.0;0
0.224;0.000;242.530;1.000;0.000;0.000;0.0;0
4.812;0.354;233.860;20.800;37.000;0.000;17.0;5
0.312;0.100;240.670;1.400;0.000;0.000;0.0;0
0.304;0.144;245.210;1.400;0.000;0.000;0.0;0
0.352;0.114;243.260;1.400;0.000;0.000;0.0;0
3.34;0.240;237.540;14.000;0.000;1.000;17.0;1
5.492;0.128;238.710;23.000;0.000;0.000;17.0;1
0.256;0.000;242.180;1.000;0.000;0.000;0.0;0
0.216;0.000;240.850;0.800;0.000;0.000;0.0;0
4.08;0.000;237.770;17.000;0.000;38.000;17.0;2
0.22;0.000;242.130;1.000;0.000;0.000;0.0;0
3.622;0.076;234.260;15.400;0.000;0.000;17.0;1
1.03;0.204;234.420;4.800;0.000;2.000;0.0;6
0.546;0.062;243.740;2.200;0.000;0.000;0.0;0
2.376;0.134;240.360;9.800;0.000;2.000;0.0;6
2.624;0.126;238.090;11.000;0.000;0.000;0.0;6
3.212;0.390;235.750;13.600;0.000;5.000;17.0;1
0.24;0.000;241.940;1.000;0.000;1.000;0.0;0
0.128;0.000;240.130;0.600;0.000;0.000;0.0;0
0.33;0.046;238.630;1.400;0.000;1.000;0.0;0
0.394;0.182;243.000;1.800;0.000;0.000;0.0;0
1.374;0.134;239.820;5.600;0.000;0.000;17.0;8
2.148;0.394;237.960;9.200;1.000;5.000;0.0;6
3.256;0.142;233.470;14.000;0.000;1.000;16.0;1
0.322;0.128;240.780;1.400;0.000;1.000;0.0;0
1.964;0.192;236.670;8.600;0.000;1.000;17.0;8
1.604;0.400;240.610;6.800;0.000;0.000;17.0;8
2.24;0.510;244.750;9.400;2.000;0.000;0.0;6
1.4;0.148;242.880;5.800;0.000;0.000;18.0;8
0.362;0.202;242.020;1.600;0.000;1.000;0.0;0
1.94;0.258;241.850;8.000;1.000;0.000;18.0;8
0.542;0.076;240.330;2.400;0.000;0.000;0.0;0
2.068;0.304;241.200;8.600;0.000;1.000;17.0;8
0.3;0.104;240.680;1.200;0.000;1.000;0.0;0
0.406;0.242;241.470;2.000;0.000;1.000;0.0;0
2.872;0.212;236.000;12.200;0.000;0.000;17.0;1
0.402;0.314;243.600;2.000;0.000;1.000;0.0;0
3.646;0.266;235.220;15.400;0.000;0.000;17.0;1
3.442;0.216;234.740;14.600;1.000;2.000;17.0;1
0.25;0.000;241.280;1.000;0.000;0.000;0.0;0
1.934;0.092;237.600;8.200;0.000;0.000;18.0;8
1.606;0.124;240.620;6.600;0.000;0.000;18.0;8
0.246;0.128;240.620;1.200;0.000;0.000;0.0;0
4.114;0.262;236.760;17.600;1.000;26.000;17.0;2
0.4;0.230;243.570;1.800;0.000;1.000;0.0;0
3.328;0.000;237.900;14.000;0.000;0.000;17.0;1
0.342;0.142;242.000;1.600;0.000;0.000;0.0;0
2.398;0.076;236.980;10.000;0.000;0.000;0.0;6
1.536;0.196;239.890;6.400;0.000;0.000;17.0;8
2.358;0.250;237.670;10.000;0.000;2.000;17.0;1
0.248;0.052;241.290;1.000;0.000;0.000;0.0;0
0.318;0.058;241.720;1.400;0.000;0.000;0.0;0
0.304;0.122;243.480;1.400;0.000;1.000;0.0;0
0.79;0.000;237.720;3.600;0.000;0.000;0.0;0
1.424;0.240;239.280;6.000;0.000;0.000;18.0;8
0.58;0.296;246.150;2.600;0.000;1.000;0.0;0
1.43;0.100;241.250;5.800;0.000;0.000;18.0;8
1.458;0.212;240.530;6.000;0.000;0.000;18.0;8
0.226;0.000;245.370;1.000;0.000;0.000;0.0;0
0.38;0.202;240.170;1.800;0.000;1.000;0.0;0
2.396;0.000;237.460;10.000;0.000;0.000;0.0;6
2.308;0.054;242.210;9.400;0.000;0.000;0.0;6
3.406;0.092;239.060;14.200;0.000;2.000;18.0;1
1.414;0.176;243.410;5.800;0.000;1.000;18.0;8
0.322;0.144;243.760;1.600;0.000;0.000;0.0;0
0.226;0.000;242.890;1.000;0.000;0.000;0.0;0
1.358;0.100;238.820;5.600;0.000;0.000;18.0;8
3.358;0.130;238.310;14.200;6.000;0.000;17.0;1
1.418;0.000;240.930;5.800;0.000;0.000;18.0;8
3.366;0.484;235.620;14.600;1.000;33.000;0.0;3
1.556;0.290;233.170;6.800;0.000;2.000;17.0;8
3.634;0.198;239.670;15.200;0.000;0.000;18.0;1
1.922;0.102;244.440;7.800;0.000;0.000;19.0;8
0.39;0.000;244.680;1.800;0.000;0.000;0.0;0
0.224;0.000;246.980;1.000;0.000;0.000;0.0;0
1.19;0.280;237.500;5.200;0.000;0.000;0.0;6
0.356;0.078;242.290;1.600;0.000;0.000;0.0;0
1.814;0.000;237.600;7.600;0.000;0.000;17.0;8
0.334;0.116;240.810;1.400;0.000;0.000;0.0;0
3.506;0.000;236.690;14.800;0.000;37.000;17.0;2
1.536;0.120;245.240;7.600;0.000;0.000;0.0;6
0.158;0.000;242.360;0.800;0.000;0.000;0.0;0
0.34;0.114;241.940;1.400;0.000;1.000;0.0;0
3.25;0.266;234.950;13.800;0.000;1.000;17.0;1
3.758;0.062;239.760;15.600;0.000;0.000;0.0;6
0.25;0.000;242.920;1.000;0.000;0.000;0.0;0
1.682;0.000;238.050;7.000;0.000;0.000;17.0;8
1.356;0.066;239.630;5.600;0.000;0.000;18.0;8
0.328;0.086;245.680;1.600;0.000;0.000;0.0;0
0.948;0.134;241.710;4.000;0.000;0.000;0.0;0
2.424;0.000;248.270;9.600;0.000;0.000;0.0;6
0.322;0.098;241.490;1.400;0.000;0.000;0.0;0
1.744;0.394;237.070;8.000;0.000;0.000;0.0;6
1.348;0.090;239.360;5.600;0.000;2.000;18.0;8
0.218;0.000;241.740;0.800;0.000;0.000;0.0;0
0.362;0.158;244.100;1.600;0.000;0.000;0.0;0
0.28;0.066;242.380;1.200;0.000;0.000;0.0;0
2.332;0.000;243.140;9.600;0.000;0.000;0.0;6
0.3;0.104;244.820;1.200;0.000;0.000;0.0;0
3.334;0.418;236.900;14.800;12.000;1.000;17.0;1
4.762;0.088;237.440;20.000;0.000;38.000;0.0;3
0.288;0.068;243.870;1.200;0.000;0.000;0.0;0
1.558;0.208;239.910;6.600;0.000;0.000;18.0;8
0.224;0.000;241.650;1.000;0.000;0.000;0.0;0
0.228;0.000;242.790;1.000;0.000;0.000;0.0;0
1.232;0.228;243.710;5.200;0.000;0.000;0.0;0
0.218;0.000;241.770;0.800;0.000;0.000;0.0;0
2.524;0.150;239.170;10.400;0.000;0.000;18.0;8
5.686;0.292;236.670;24.000;38.000;0.000;17.0;5
0.616;0.110;248.350;2.400;0.000;0.000;0.0;0
0.322;0.116;240.330;1.400;0.000;0.000;0.0;0
3.392;0.000;233.930;14.400;0.000;0.000;17.0;1
0.878;0.000;243.910;3.600;0.000;1.000;0.0;0
0.514;0.298;245.960;2.400;0.000;0.000;0.0;0
0.216;0.000;240.660;0.800;0.000;0.000;0.0;0
2.554;0.240;238.020;11.600;13.000;1.000;17.0;1
4.962;0.204;238.690;22.400;0.000;1.000;18.0;1
0.226;0.000;241.080;1.000;0.000;1.000;0.0;0
